day,pressure ,maxtemp,temparature,mintemp,dewpoint,humidity ,cloud ,rainfall,sunshine,         winddirection,windspeed,Weather_Condition
16,1011.9,,28.1,26.9,24.5,81,86,no,10,40,14.7,Stormy
17,1014.6,30.6,28.2,27.1,,79,72,no,3,40,15.4,Rainy
18,1015,31.8,28.5,26.8,24,77,47,yes,0.5,30,13.3,Rainy
19,1012.2,30.6,28.3,26.8,24.3,79,67,no,7.6,220,6.6,Rainy
20,1009.3,31.1,28.7,27.1,24.5,78,74,yes,0,40,13.8,Rainy
21,1008.6,28.7,,25.5,23.8,81,88,no,0.3,40,15.3,Stormy
22,1009.9,31,28.1,26.3,25.5,86,67,yes,0.6,50,15.1,Stormy
23,1009.1,32,28.9,27.3,25.3,81,40,yes,0,20,39.7,Stormy
24,1006.7,32,29.3,27.4,24.7,77,,yes,0,20,25,Rainy
25,1004.9,32.2,29.7,28.1,25.3,78,38,yes,0,,36,Rainy
26,1006.7,32.2,,26.9,26.3,87,71,yes,0,50,22.8,Stormy
27,1008.2,30.2,,26.5,25,85,,yes,1.1,20,26.7,Stormy
28,1006.7,32.8,29,25.8,20.6,61,30,yes,0,70,38,Rainy
29,1005.6,31.3,29.7,27.4,20,56,53,yes,0,60,33.2,Rainy
30,1011,,29.8,28.2,24.8,75,78,yes,0,50,26.5,Rainy
1,1013,31.7,28.8,26.4,25.3,81,84,yes,0.1,30,13.1,Stormy
2,1012.4,31.6,27.9,26.5,23.1,76,82,yes,1.5,40,12.5,Rainy
3,1011.7,29.7,,24.2,23.7,83,88,yes,0,50,28,Stormy
4,1013.2,27.8,26.7,24.9,25.2,92,95,yes,0.1,,,Stormy
5,1015.2,27.8,26.7,25.4,25.4,93,88,yes,0,50,33.5,Stormy
6,,26.8,26,25.3,25.4,97,86,yes,0.6,40,22,Stormy
7,1012.7,27.6,26.4,25,25,92,85,yes,0,70,42,Stormy
8,1010.5,30,27.8,26.1,23.1,76,54,yes,0.2,20,19.4,Rainy
9,1011.3,,26.8,24.8,20.9,70,45,no,11.1,70,13.4,Rainy
,1013.7,26.6,24.3,21.1,19.9,,85,no,11.1,30,14.6,Rainy
11,1018,22.1,20.5,18.5,16.6,78,88,no,5.6,60,26.9,Rainy
12,1019,24.9,23.1,21,,67,88,yes,2.4,50,20.5,Rainy
13,1018.7,27.8,25.1,23.3,19.1,70,68,yes,2.4,40,14.8,Rainy
14,1017.4,28.2,25,23.1,20.1,75,51,no,6.1,50,4.5,Rainy
15,1015.2,,25.2,23.1,20.7,76,19,no,3.6,50,8.3,Rainy
16,1013.8,29.4,25.8,23.3,20.4,73,20,yes,1.5,40,14.5,Rainy
17,1013.4,30.8,26.2,23.6,19.5,69,17,no,2.3,50,9.2,Rainy
18,1012.5,29.1,25.5,23.5,19.3,70,43,yes,2.2,120,8,Rainy
,1010.2,28.2,25.3,23.1,16.7,59,79,yes,1,40,14.8,Rainy
20,1008.3,29.1,26.2,23.8,,58,78,no,6.9,70,20,Rainy
21,1010.2,29.2,26.4,24.3,,65,64,no,1.8,40,10,Rainy
22,1012,30.6,,25.3,20.9,70,48,yes,2.5,40,,Rainy
23,1013,30.7,27,24.8,21.6,73,50,yes,1.2,200,17.3,Rainy
24,1015,29.6,26.8,24.9,22.1,76,61,yes,0,190,20.5,Rainy
25,1016.8,26.6,25.9,25.4,21.7,77,77,yes,0,70,31.8,Rainy
26,1016.8,26.2,25.4,24.5,22.3,83,81,yes,0,70,29.8,Stormy
27,1015.6,30.1,,24.3,22.1,77,48,yes,0,40,14.5,Rainy
28,1017,29.2,26.7,25.5,23.3,82,46,yes,0,30,11.2,Stormy
29,1018.2,28.4,26.4,25.5,22.9,81,61,yes,0,30,20,Stormy
,1017.8,29.6,26.7,25.3,23.1,81,53,yes,3.5,210,15.3,Stormy
31,1020.4,27.2,25.6,24.4,21.6,79,66,yes,1.1,190,16,Rainy
1,1020.9,24.5,22.9,20.5,17.8,73,61,yes,1.2,80,19.6,Rainy
2,1019.8,,22.6,19.7,16,67,72,yes,0,70,35.3,Rainy
3,1019.5,25.8,23.7,22.3,18.8,74,82,yes,0.2,40,20.9,Rainy
4,1018.1,26.6,24.7,23.1,20.4,77,83,yes,4.8,30,7.3,Rainy
5,1016.1,28.2,,24.5,22,80,82,yes,,,11.1,Rainy
6,1015.6,26.3,25.5,24.7,22.4,83,81,yes,0.3,240,13,Stormy
7,1016.3,28.4,26.2,25.2,23.4,85,87,yes,1.4,190,8.5,Stormy
8,1016.4,28.7,26.5,25.5,23.6,84,70,yes,3.1,180,,Stormy
9,1015.8,30.3,26.7,24.8,23.3,82,58,yes,1.3,200,24.2,Stormy
10,,25.9,24.9,24,21.4,81,88,yes,3.6,230,20.2,Stormy
11,1017.7,25.4,23.8,22.6,20.6,82,85,yes,4.6,50,12.5,Stormy
12,1017.3,24.2,23.9,23.6,21.1,84,88,yes,6,90,30.5,Stormy
,1015.2,25.3,23.3,21,,92,86,yes,0.3,60,27,Stormy
14,1014.5,26.9,24.3,22.3,21.2,83,74,yes,0.5,50,23.7,Stormy
15,1015.2,24.8,24.2,23.5,22.3,89,84,yes,2,50,11.1,Stormy
16,1013.7,25.9,24.8,23.6,23.5,93,74,yes,3.1,220,11.8,Stormy
17,1013.9,27.2,25.5,24.4,23.8,90,51,yes,2.7,40,9.2,Stormy
18,1016,29.1,26.1,24.1,23.2,84,20,no,2,180,,Stormy
19,1017,28.5,25.9,24.5,22.9,84,58,no,2.9,190,15.5,Stormy
20,1017.2,25.9,24.8,24.4,21.6,82,73,no,,170,12.1,Stormy
21,1017,26,24.8,23.9,21.1,80,83,no,3.8,150,9.5,Rainy
22,1017.1,27.6,,24,21.3,78,,no,3.9,170,16.3,Rainy
23,1016.7,28.4,25.4,23.7,,78,47,yes,0.3,,,Rainy
24,1016.7,26.6,24.5,23.3,19.8,,35,no,8.8,80,26,Rainy
25,1017.7,25.3,22.6,18.2,16.8,70,44,yes,5,70,28.6,Rainy
26,1020.6,21.2,18.2,,7.8,,46,yes,,50,24.9,Rainy
27,1022.4,20.4,18.4,15.3,9.7,57,44,,2.8,70,28.3,Rainy
28,1022.5,22.9,20.8,19.2,15,70,49,yes,7.7,50,15.7,Rainy
29,1021.2,24.1,22.1,20.3,17.4,75,40,yes,7.2,10,21.9,Rainy
30,1018.9,25.2,22.4,20.4,17.7,75,56,yes,0.3,80,39.5,Rainy
1,1017.6,25.1,22.9,22,19,79,85,no,4.8,70,30.3,Rainy
2,1017.1,25,23.3,22.2,19.6,80,69,yes,3.5,70,26.4,Rainy
3,1019.4,22.3,20.8,19.6,16.5,77,93,yes,0.1,40,22.3,Rainy
4,1021.1,21,19.5,18.4,14.9,75,88,yes,1.9,230,25.9,Rainy
5,,20.3,18.4,15.7,15.8,85,91,no,5.6,20,11.3,Stormy
6,1021.3,18.1,16.6,15.4,12.2,76,91,yes,6.4,20,7.9,Rainy
7,1023.1,19.3,17.3,15.4,12.1,72,86,yes,7.6,180,7.4,Rainy
8,1022.2,19,18,,14.1,78,90,yes,8.8,100,16.2,Rainy
9,1016.8,18.9,17.7,16.9,16.8,95,,yes,1.8,70,34.8,Stormy
10,1015.5,,19.3,,16.8,86,80,yes,1.2,130,32.5,Stormy
11,1016.4,23,19.9,,15.5,76,72,yes,1.2,200,24,Rainy
12,1016.2,20.7,20,19.4,17.1,83,88,yes,3.6,210,19,Stormy
13,1016.4,21,20.4,19.7,17.8,,83,yes,9.8,220,22.8,Rainy
14,1016.6,21.3,20.4,19.1,17.3,,84,no,7,220,25.2,Rainy
15,1019,20.4,18.4,16,12.6,69,70,no,7.2,230,31.7,Rainy
16,1022.5,17.2,15.2,13.4,4.3,49,11,no,10,230,27.4,Rainy
17,1025.9,,13.2,11.5,-0.4,39,25,yes,5.2,220,28.8,Rainy
18,1026.4,16.5,13.9,11.3,3.1,48,11,yes,5.5,220,20.8,Rainy
19,1025.4,18.2,16.2,13.8,8.7,62,71,yes,0.7,20,9.8,Rainy
20,1022.5,18.6,17.6,17,12.9,75,88,yes,2.2,20,11.2,Rainy
21,1021.3,21.1,19.4,17.1,16.2,82,87,yes,5.7,20,9.5,Stormy
22,1020.3,20.6,19.9,18.7,17.6,87,88,yes,3.1,190,12.6,Stormy
23,1017.8,22.3,21.1,19.8,19.6,91,79,yes,6.5,,,Stormy
24,1016.8,24.7,22.3,21.1,,91,70,yes,4.5,220,14.6,Stormy
25,1020.4,21.4,18.2,,,75,89,yes,0,,20,Rainy
26,1020.6,19.7,17.9,16.9,13.3,74,87,yes,0,220,29.8,Rainy
27,1022.7,18.8,17.7,16.9,15,84,90,yes,1.3,220,24.3,Stormy
28,1026.6,18.6,17.3,16.3,12.8,75,85,yes,2.4,220,30,Rainy
29,,18.9,17.7,16.4,13.3,75,78,yes,,210,29.3,Rainy
30,1025.3,19.2,17.3,15.2,13.3,78,86,yes,1.6,230,23.2,Rainy
31,1026.4,20.5,17.8,15.5,13,74,66,yes,7.2,220,12.8,Rainy
17,,30.6,25.9,25.5,25.3,81,56,yes,2.3,,19.8,Stormy
18,1006.1,30.7,25.4,25.5,24.7,95,28,,12,130,12.4,Stormy
19,1005.3,29.6,,25.3,25.3,90,,yes,9.1,170,,Stormy
20,1003.4,26.6,26.7,24.4,26.3,95,91,no,10,200,12.6,Stormy
21,998.5,26.2,26.4,20.5,25,84,90,no,9.3,220,10.9,Stormy
22,998.5,30.1,26.7,19.7,20.6,79,86,no,11.4,210,9.6,Rainy
23,1004.5,29.2,25.6,22.3,20,78,34,no,11.2,180,9,Rainy
24,1007.3,28.4,22.9,23.1,24.8,78,81,no,10.6,150,9.1,Rainy
25,,29.6,22.6,24.5,25.3,85,97,yes,9.9,160,11.9,Stormy
26,1007.9,27.2,23.7,24.7,23.1,90,93,yes,8.6,60,15.7,Stormy
27,1007.4,24.5,24.7,25.2,23.7,79,79,,4.2,220,26.1,Rainy
28,1008.5,,,25.5,25.2,77,49,yes,3.9,160,23.4,Rainy
29,1008.5,25.8,25.5,24.8,25.4,79,84,yes,6.3,190,24.4,Rainy
30,1008.2,26.6,26.2,24,25.4,97,92,yes,5.3,190,21.9,Stormy
31,1008,28.2,26.5,22.6,25,95,100,yes,2.7,200,21.9,Stormy
1,1007.7,26.3,26.7,23.6,23.1,90,100,yes,1.8,190,25.1,Stormy
2,1006.3,28.4,24.9,21,20.9,76,95,yes,6.8,180,33,Rainy
3,1002.2,28.7,23.8,22.3,19.9,78,96,yes,5.4,130,22.5,Rainy
4,1000.1,30.3,23.9,23.5,16.6,90,25,yes,0.5,130,24.8,Stormy
5,1000,25.9,23.3,23.6,,95,85,yes,10.5,270,11.3,Stormy
6,1002.4,25.4,24.3,24.4,19.1,92,95,no,10.4,280,23.5,Stormy
7,1005.5,24.2,24.2,24.1,20.1,70,,yes,10,280,25,Rainy
8,1008.1,25.3,24.8,24.5,20.7,61,91,yes,2.5,240,18.8,Rainy
9,1008.1,26.9,25.5,24.4,20.4,46,80,yes,2.4,240,19.8,Rainy
10,1006.5,24.8,26.1,23.9,19.5,59,93,yes,0,230,16.3,Rainy
11,1006.2,25.9,25.9,24,19.3,92,96,yes,2.2,160,12.6,Stormy
12,,27.2,24.8,23.7,16.7,98,94,yes,0.2,230,14.3,Stormy
13,1007.4,29.1,24.8,23.3,,96,88,yes,6.2,230,22.4,Stormy
14,1007.8,28.5,,18.2,,88,45,yes,8.5,240,25.1,Stormy
15,1010.9,25.9,25.4,,20.9,86,18,no,9.2,230,23.7,Stormy
16,1013,26,24.5,15.3,21.6,93,13,yes,10.1,230,23.7,Stormy
17,1013.1,27.6,22.6,19.2,22.1,79,2,yes,4.1,220,25.1,Rainy
18,1011.1,28.4,18.2,20.3,21.7,77,0,yes,6.4,220,22.6,Rainy
19,1008.1,26.6,18.4,20.4,22.3,76,29,yes,8.8,220,12.3,Rainy
20,1007.2,25.3,20.8,22,22.1,66,77,no,11.4,240,14.5,Rainy
21,1009.4,21.2,22.1,22.2,23.3,39,,no,11.9,250,21.6,Rainy
,1012,20.4,22.4,19.6,22.9,36,86,no,12.1,240,16,Rainy
23,1012.7,22.9,22.9,18.4,23.1,52,,no,11,130,,Rainy
24,1011.1,24.1,23.3,15.7,21.6,54,82,,7.4,60,17.5,Rainy
25,1011.5,25.2,20.8,15.4,17.8,64,88,yes,10.1,200,9.5,Rainy
26,1013,25.1,19.5,15.4,16,86,89,no,11.8,240,12.8,Stormy
27,1012.2,25,18.4,,18.8,95,91,no,11.8,260,21.9,Stormy
28,1011.3,22.3,16.6,16.9,20.4,89,95,yes,6.3,270,16.1,Stormy
29,1011.9,21,17.3,,22,81,94,yes,10.4,50,14.1,Stormy
1,1014.6,20.3,18,,22.4,64,55,no,10.7,20,,Rainy
2,1015,18.1,17.7,19.4,23.4,63,82,no,11.4,100,9.8,Rainy
,1012.2,19.3,19.3,19.7,23.6,77,88,no,10.3,20,5.5,Rainy
4,1009.3,19,19.9,19.1,23.3,89,,no,5.7,10,4.4,Stormy
,1008.6,18.9,20,16,21.4,,,no,10.8,220,,Rainy
6,1009.9,,20.4,13.4,20.6,,87,no,10.6,220,6.1,Rainy
7,1009.1,23,20.4,11.5,21.1,77,88,no,10,290,10.9,Rainy
8,1006.7,20.7,18.4,11.3,,,79,no,10.8,290,17.2,Rainy
9,1004.9,21,15.2,13.8,21.2,92,49,yes,10,220,26.4,Stormy
10,1006.7,21.3,13.2,17,22.3,78,19,yes,0.6,230,20.2,Rainy
11,1008.2,20.4,13.9,17.1,23.5,76,43,yes,6.5,220,,Rainy
12,1006.7,17.2,16.2,18.7,23.8,79,32,yes,9.1,220,,Rainy
13,1005.6,,17.6,19.8,23.2,79,46,yes,0.1,230,22.9,Rainy
14,1011,16.5,19.4,21.1,22.9,72,71,yes,0.2,210,12.9,Rainy
15,1013,18.2,19.9,,21.6,61,83,yes,0.3,220,14.2,Rainy
16,1012.4,18.6,21.1,16.9,21.1,73,72,yes,0.2,230,18,Rainy
17,1011.7,21.1,22.3,16.9,21.3,72,76,yes,8.4,230,20.5,Rainy
18,1013.2,20.6,18.2,16.3,,75,88,yes,,220,,Rainy
19,1015.2,22.3,17.9,16.4,19.8,82,88,no,10.4,230,16.6,Stormy
20,,24.7,17.7,15.2,16.8,79,93,yes,,270,6.9,Rainy
21,1012.7,21.4,17.3,15.5,7.8,79,93,no,7.7,350,13.6,Rainy
20,1019.6,16.8,15.5,14.8,13.9,90,80,yes,6.1,10,12,Stormy
21,,17.1,16.1,15.1,15.3,95,88,yes,,220,11.7,Stormy
22,1018.9,16.2,,10.3,12.9,92,77,no,7.8,10,11,Stormy
23,1027.1,10.4,8.5,7,3.4,70,78,no,9.1,10,10.7,Rainy
24,1034.6,7.1,4.9,3.1,2.2,61,84,yes,1.1,40,16.4,Rainy
25,1032.6,10.8,7.4,4.3,3.7,46,88,no,6.7,200,12,Rainy
26,1027.1,13.5,10.4,8.1,2.5,59,88,yes,4.5,210,8.9,Rainy
27,1022.7,15.3,13,9.8,11.6,92,88,,3.1,230,11,Stormy
28,1018.2,17.4,16.1,14.8,,98,81,yes,0,220,5.9,Stormy
29,1017.9,17.4,16.6,15.9,15.9,96,67,yes,0.9,40,5.7,Stormy
30,1020,19.9,17.6,16.2,15.5,88,59,yes,0.4,50,8.6,Stormy
31,1019.9,16.2,15.7,15.3,13.4,86,67,yes,0,110,16.5,Stormy
1,1022.2,15.6,12.4,10.7,11.2,93,70,yes,0.7,60,18.2,Stormy
2,1024.4,11.2,10.4,9.4,6.8,79,48,no,8.7,80,9.8,Rainy
3,1023.6,14.3,12.5,10.3,8.6,77,30,no,11,220,11.7,Rainy
4,1021.8,,15.2,,10.9,76,48,no,9.7,240,24.9,Rainy
5,1021.2,18.6,14.8,12.3,,66,22,yes,0.5,250,21.3,Rainy
6,1024.9,17.4,13.6,11.2,0.3,39,78,no,8.3,60,29,Rainy
7,1026.1,18.1,13.7,9.9,1.7,36,75,yes,10.1,70,26.2,Rainy
8,1023.9,19.6,14.8,11.6,4.3,52,84,no,7.9,60,24.5,Rainy
9,1020.8,21.2,16.7,12.7,7.2,54,87,yes,8.4,100,21.4,Rainy
10,1017.5,17.3,16.6,15.3,,64,88,yes,6.7,90,22.6,Rainy
11,1014.9,22.4,18.8,17.2,16.4,86,88,no,9.2,50,39.9,Stormy
12,1013.4,21.6,19.2,17.6,18.5,95,87,no,9.3,60,,Stormy
13,1012.5,25.9,23.1,21.3,21.1,89,88,no,9,70,39.5,Stormy
14,1014.8,24.6,21.7,17.4,18.1,81,87,yes,2.1,70,32.2,Stormy
15,1024.3,17.5,13.2,11.4,6.6,64,60,yes,7.1,70,27.4,Rainy
16,1025.4,15.1,12.8,10.9,6,63,38,yes,8.6,70,14.5,Rainy
17,1024.1,14.4,12.9,11.6,8.9,77,43,no,3.8,180,8.1,Rainy
18,1021.9,,13.7,11.7,11.8,89,82,yes,7.7,200,,Stormy
19,1020.3,16.3,15.3,14.6,13.3,,60,yes,0.4,190,11.9,Rainy
20,1023.2,20.1,16,12.5,9.6,,44,yes,8.8,110,14.8,Rainy
21,1022.2,15.9,,14.7,11,77,47,yes,6.8,110,10.2,Rainy
,,17.6,16.1,14.6,14.7,,46,no,,230,17.3,Rainy
23,1022.3,,15.5,13.7,14.3,92,66,no,11,230,20.5,Stormy
24,1027.5,15.5,13.7,12.3,10,78,49,yes,4.7,90,14,Rainy
25,1028.9,16.8,14.8,13.5,10.5,76,46,,2.5,90,15.1,Rainy
26,1027.4,17.6,15.2,14,11.6,79,60,no,11.1,10,16.4,Rainy
27,1024.7,17.5,15.5,13.8,11.7,79,86,no,10.4,230,15.5,Rainy
28,1023.8,20.9,,13.3,11.5,72,72,yes,8.5,140,12.7,Rainy
29,1024.4,24.8,18.5,14.4,10.1,61,47,yes,2.9,30,7.9,Rainy
1,1024.7,19.7,16.5,14.6,11.5,73,67,yes,4.2,10,30.6,Rainy
2,,20.6,16.6,14.4,11.4,72,74,yes,1.6,60,52.8,Rainy
,1020.9,23.8,18.7,,14,75,88,yes,0,120,50.7,Rainy
4,1018.1,23.2,20.2,18.1,16.9,82,67,yes,0.9,100,37,Stormy
,1016.7,23.1,20.8,19.2,16.9,79,40,yes,0.4,100,30.4,Rainy
6,,25.9,21.8,19.2,18,79,,yes,0.7,140,12.5,Rainy
7,1014.9,21.3,19.7,18.9,18.2,91,38,no,10.6,300,13,Stormy
8,1012.5,21.5,20.1,18.9,18.9,93,71,,7.1,20,20.4,Stormy
9,1012.5,22.9,20.8,17.1,19.9,95,,yes,0.6,20,30.2,Stormy
10,1019.5,17.2,13.4,10,12.2,93,30,yes,0,20,38.3,Stormy
11,1022.6,14.3,11.9,10,8,77,53,yes,0,50,28.2,Rainy
12,1017.7,14.5,13.6,12.7,11.4,87,78,yes,10.5,70,32.4,Stormy
13,1014.5,17,15.8,14.4,15.1,96,84,no,7.4,70,23.9,Stormy
14,1018,16.5,15.3,14.2,12.4,83,82,no,9.1,90,14.1,Stormy
15,1017.1,15.5,14.8,14,11.1,79,88,no,10.5,30,9.9,Rainy
16,1015,16.3,15.3,14.1,13.6,90,95,no,10.5,70,12.4,Stormy
17,1014.3,17.4,16.5,15.6,16,97,88,no,9.7,60,8.9,Stormy
18,1012,21.9,19.5,17.2,19,97,86,no,4.4,20,17.3,Stormy
19,1013,24.9,22.4,20.3,21.4,94,85,no,7.5,10,17.2,Stormy
20,1014.7,23.1,19,17.6,17.4,91,54,yes,6.4,10,13.2,Stormy
21,1014.8,18.2,17.1,16.4,,95,45,no,7.8,120,9.2,Stormy
22,1013.4,17.3,16.6,15.9,16,96,85,no,8.3,80,9.9,Stormy
23,1012.8,20.6,18.4,17.1,18,97,88,yes,8.2,80,19.7,Stormy
24,1020.2,17.7,15.3,12.7,14.9,98,88,yes,3,80,37.5,Stormy
25,1023.9,15.7,13.7,11.6,9.2,75,68,yes,0.8,80,28.9,Rainy
26,1023.6,20.2,15.8,12.6,,68,51,no,9.5,60,10.3,Rainy
27,1024.1,22.4,17.3,14.6,8.4,58,19,yes,9.5,110,15.8,Rainy
28,1024.1,19.9,,15.2,10,65,20,yes,7,90,24.2,Rainy
29,1021.4,19.4,17.7,15.7,9.6,,17,no,8.4,100,16.5,Rainy
30,1018.3,22.2,20,18.4,16.3,79,43,yes,5.3,80,40.8,Rainy
31,1015.3,25.5,21.5,19.1,18.9,86,79,no,4.3,20,29.6,Stormy
,1014.5,25.3,21.9,19.9,19.5,86,78,,7.5,20,22.5,Stormy
2,1015.6,23.8,21.3,19.8,19.6,90,64,yes,2.4,70,32.9,Stormy
3,1014.6,26.5,23,21,20.7,87,48,,3,80,29.8,Stormy
4,1012.5,28.1,23.6,20.7,21.4,88,50,yes,6.5,70,28.3,Stormy
5,1013.3,24.4,22.3,,,91,61,yes,0.5,80,30.2,Stormy
6,1013.3,26.5,23.1,21.5,21.6,91,77,yes,3.4,80,24.8,Stormy
7,1013.2,26.9,23.9,22.4,22.3,91,81,yes,5.9,70,18,Stormy
8,1013.3,27.9,25.3,23.2,22.9,87,48,yes,7.7,,12.8,Stormy
9,,27.5,25.7,24.4,23.2,86,46,yes,1.1,80,46.3,Stormy
10,1009.2,,,21.3,21.9,92,61,yes,2.6,80,,Stormy
11,1010.1,22.8,21.5,20.1,19.9,91,53,yes,0,80,41.4,Stormy
,1009.1,21.3,20.3,19.9,,94,66,yes,0.3,80,29.7,Stormy
13,1005.5,25.1,21.8,20.9,21.6,98,61,yes,5.5,30,13.8,Stormy
14,1008.5,25.2,23.1,21.6,22.8,98,72,yes,0.1,,35.8,Stormy
15,1011.4,,21.1,20.6,20.6,97,82,yes,2.3,80,25.5,Stormy
16,1010.5,28.1,24.7,20.6,22.7,,83,no,7,80,17.2,Rainy
,1010.9,27.5,25.9,24.1,24.2,90,82,no,8.2,80,7.9,Stormy
18,1014.4,26.7,23.1,20.1,20.8,87,81,yes,5.9,70,22.1,Stormy
19,1017.4,21.8,20.5,20.1,18.1,86,87,yes,1.1,80,30.6,Stormy
20,1014.6,22.9,21.6,20.2,19.5,88,70,no,0.4,70,40.4,Stormy
21,1012.5,28.4,24.6,22,22.3,87,58,yes,8.3,80,29.2,Stormy
,1010.7,26.1,23.7,21,22,90,88,no,7.7,90,19.6,Stormy
23,1008.2,27.7,24.9,22.6,22.8,88,85,yes,9.8,70,31.2,Stormy
24,1008.7,26.1,24.4,23.2,23.2,93,88,no,6.9,20,28.6,Stormy
25,1009.8,28.4,26,23.9,24.3,90,86,no,3.5,20,34.3,Stormy
26,1009.5,28.5,27.2,26,24.5,86,74,no,8.6,60,39.3,Stormy
27,1008.2,29.1,26.8,25.4,24,85,84,no,8.6,70,34,Stormy
28,1010.4,28.2,26,24.7,23,84,74,no,8.8,60,16,Stormy
29,1013.9,26.3,24.1,22.9,19.6,76,51,yes,6,100,15.7,Rainy
30,1012.2,23.4,22.5,20.8,18.7,80,20,no,2,70,25,Rainy
1,1011.5,23.4,22.2,20.4,,92,58,yes,6.3,70,15.9,Stormy
2,1011,29.8,25.6,22.8,23.6,89,73,,0,20,27.9,Stormy
3,1011.4,30.8,26.5,22.8,23.9,86,83,yes,0.6,50,37.9,Stormy
4,1011.4,28.2,25.8,23.2,23.4,87,,yes,0.1,,41.3,Stormy
5,1010.5,30.9,28.1,26.2,25.1,84,47,yes,0.1,10,28.4,Stormy
6,1009.9,30.5,28.4,27.2,25.3,83,35,no,0.9,10,21.8,Stormy
7,1010.6,31,28.7,27.1,25.1,81,44,yes,0,30,28.5,Stormy
8,1011.4,31.2,28.7,27.3,25.2,,46,yes,0,,35.1,Rainy
9,1010.1,30.6,28.7,,25,81,44,yes,5.1,20,10.2,Stormy
,1008.1,28.4,26.6,23.7,24.3,87,49,no,6.3,60,,Stormy
11,1008.6,28.8,25.5,23.4,20.6,75,40,no,0.2,70,39.5,Rainy
12,1009.8,27.6,25.1,23.7,21.4,80,56,yes,0,70,30.3,Rainy
13,1012.4,27.8,25.5,24.4,22.2,82,85,yes,0.4,50,20.3,Stormy
14,1014.2,27.7,25.4,24,,89,69,yes,2.2,10,26.8,Stormy
15,1012.1,,26.6,24.4,23.7,85,93,no,9.3,,48,Stormy
16,1011.2,27.1,,22.5,19.4,73,88,no,9.1,20,35.6,Rainy
17,1012.3,24.6,23.7,23.2,20.1,80,91,no,9.5,40,25.2,Rainy
,1012,26.3,24.5,23.4,19.9,76,91,no,2.1,30,29,Rainy
19,1009.9,28.1,25.5,24,22.5,84,86,yes,0,40,19,Stormy
20,1006.9,26.2,25.2,24.3,24.2,94,90,yes,1.6,50,22.5,Stormy
21,1005.9,28.3,26.5,24.7,24.3,88,,yes,0.3,60,27.3,Stormy
22,,30.8,27.2,25.3,22.7,77,80,yes,0,40,15,Rainy
23,1008.4,28.9,26.8,24.8,23.2,81,72,,6,40,9.4,Stormy
24,1007.9,30.7,27.5,25.4,24.1,82,88,,0.7,10,27.6,Stormy
25,1007.8,30.9,28,26.2,24.7,82,83,no,0.6,30,21.6,Stormy
26,1007.6,29.5,27.6,26.7,24.8,85,84,yes,0,30,18.4,Stormy
27,1006.4,29.1,27.5,26,25.5,89,70,yes,1,20,25.9,Stormy
28,1007.6,30.3,27.7,24.5,25.6,89,11,yes,4.6,70,33.4,Stormy
,1007.9,31,29.1,27.2,26.1,84,25,yes,1.2,20,20.9,Stormy
30,1008.8,32.1,29.8,28,26,80,11,no,5.7,20,23.3,Rainy
31,,31.8,29.9,28.7,,79,71,no,7.7,60,13.6,Rainy
1,1007.8,32.8,30.1,28.6,26.2,80,88,no,0.4,110,12,Rainy
2,1006,33,30.3,28.7,26.3,79,87,yes,8.8,90,11.7,Rainy
3,1006.5,32.4,30.3,29,26.5,80,88,,6.8,100,11,Rainy
4,1007.9,33.8,28.7,24.7,25.4,83,79,no,,80,10.7,Stormy
5,1008.8,30.4,,25,24.3,86,70,no,11,20,16.4,Stormy
6,1008.8,29.1,26.2,24.8,24.7,91,89,yes,4.7,20,12,Stormy
7,1008.1,30.7,28.1,26.3,25.4,86,87,yes,2.5,70,8.9,Stormy
8,1006.3,,,24.1,25.1,,90,yes,11.1,80,11,Rainy
9,1005.7,31.7,28.2,26.6,25.7,86,85,yes,10.4,70,5.9,Stormy
,1005.7,31.1,27.9,26.6,25.8,89,78,yes,8.5,80,5.7,Stormy
11,1005.9,27.8,26.6,25.4,25.4,93,86,yes,2.9,80,8.6,Stormy
12,1005.7,29.2,27.1,25.4,25.8,93,66,yes,4.2,70,16.5,Stormy
13,1005,31.5,29.7,28.5,26.7,84,56,yes,1.6,,18.2,Stormy
14,1004.2,31.7,30.2,29.2,26.6,81,28,no,0,80,9.8,Stormy
15,1005.3,32,30.3,29.3,26.3,79,,,0.9,80,11.7,Rainy
16,1006.7,31.4,29.4,28.2,25.9,82,91,yes,0.4,80,24.9,Stormy
17,1008.2,32.1,29.4,26.7,25.9,82,90,yes,0.7,80,21.3,Stormy
18,1010.5,30.8,29.3,27.7,26,,86,yes,10.6,30,29,Rainy
19,1010.3,34.2,30.1,27.8,26.1,80,34,yes,7.1,,26.2,Rainy
,1008.5,34.4,,28.6,26.3,78,81,no,0.6,80,24.5,Rainy
21,1009.3,33.7,30.6,28.7,25.6,75,97,no,0,80,21.4,Rainy
22,1009.5,33.7,30.5,28.5,25.3,75,93,no,0,80,22.6,Rainy
23,1008.4,34.1,30.4,28.4,24.7,72,79,no,10.5,70,39.9,Rainy
24,1008.1,35.2,31,28.8,25,72,49,no,7.4,80,,Rainy
25,1008.9,35.5,31.4,28.9,26.1,74,84,no,9.1,70,39.5,Rainy
26,1009.1,35.1,31.3,29.4,26.3,75,92,no,10.5,80,32.2,Rainy
,1007.5,35.1,31.1,28.6,26.7,78,100,yes,10.5,90,27.4,Rainy
